unidade_da_federacao,bcg,hepatite_b_idade_<=_30_dias,rotavirus_humano,meningococo_c,hepatite_b,penta,pneumococica,poliomielite,poliomielite_4_anos,febre_amarela,hepatite_a,pneumococica(1º_ref),meningococo_c_(1º_ref),poliomielite(1º_ref),triplice_viral__d1,triplice_viral__d2,tetra_viral(src+vz),dtp,dtp_ref_(4_e_6_anos),triplice_bacte(dtp)(1º_ref),sarampo,haemophilus_influenzae_b,dupla_adulto_e_dtpa_gestante,dtpa_gestante,tetravalente(dtp/hib)(tetra),varicela,ano
Rio de Janeiro,"109,5793508",0,"80,26227086",0,"93,04659002",0,0,"109,3941913",0,"0,4386572471",0,0,0,0,"96,69437133",0,0,"95,03116775",0,0,0,0,0,0,"95,02470333",0,2009
São Paulo,"102,5115853",0,"89,56945923",0,"97,76315328",0,0,"99,0957357",0,"17,18018607",0,0,0,0,"99,13417237",0,0,"97,20064106",0,0,0,0,0,0,"96,61757358",0,2009
Paraná,"103,6824746",0,"89,67257954",0,"98,93474384",0,0,"100,3626832",0,"78,03252752",0,0,0,0,"100,1870399",0,0,"100,7676012",0,0,0,0,0,0,"99,82167518",0,2009
Santa Catarina,"102,3693104",0,"94,0365763",0,"100,6183936",0,0,"102,5466791",0,"10,70563985",0,0,0,0,"103,1063493",0,0,"102,549076",0,0,0,0,0,0,"101,7401309",0,2009
Rio Grande do Sul,"99,15895333",0,"83,88467784",0,"93,50209139",0,0,"95,27696924",0,"30,00755745",0,0,0,0,"95,31962018",0,0,"94,71951393",0,0,0,0,0,0,"94,21219218",0,2009
Mato Grosso do Sul,"104,2943719",0,"91,64224331",0,"102,6302717",0,0,"106,0950772",0,"100,5240674",0,0,0,0,"102,1310417",0,0,"106,9867369",0,0,0,0,0,0,"106,2614873",0,2009
Mato Grosso,"111,4652967",0,"89,5786911",0,"103,2990839",0,0,"107,6689775",0,"103,5054056",0,0,0,0,"104,6484278",0,0,"106,0349096",0,0,0,0,0,0,"105,9276223",0,2009
Goiás,"115,6348626",0,"88,48854229",0,"101,5334126",0,0,"105,1994237",0,"102,6368751",0,0,0,0,"106,904359",0,0,"104,0296391",0,0,0,0,0,0,"102,9307506",0,2009
Distrito Federal,"111,1108596",0,"92,34373939",0,"99,42272429",0,0,"101,9672651",0,"2,807144636",0,0,0,0,"95,77796391",0,0,"100,2512847",0,0,0,0,0,0,"99,7849365",0,2009
Rondônia,"102,7917322",0,"84,73750815","5,348137475","98,73451701",0,"23,46128772","101,1964566",0,"97,7374698",0,0,0,0,"100,4103233",0,0,"102,6383403",0,0,0,0,0,0,"102,4312613",0,2010
Acre,"114,2314765",0,"66,74971822","0,6528417819","93,29062111",0,"4,864448004","104,0280002",0,"91,1668743",0,0,0,0,"96,87370232",0,0,"92,41264756",0,0,0,0,0,0,"92,00925432",0,2010
Amazonas,"115,9793201",0,"58,68119372","2,051782039","92,72897962",0,"7,585714475","92,48039773",0,"88,78208095",0,0,0,0,"100,113713",0,0,"94,1728702",0,0,0,0,0,0,"93,34514538",0,2010
Roraima,"113,212247",0,"71,67618059","5,996818015","90,84587442",0,"23,38349766","96,70991178",0,"90,75246497",0,0,0,0,"94,48884276",0,0,"95,48521017",0,0,0,0,0,0,"92,08095485",0,2010
Pará,"124,6497833",0,"66,88612174","2,093472898","100,6429403",0,"0,6864106124","103,3766634",0,"100,7964887",0,0,0,0,"110,9496165",0,0,"101,3517872",0,0,0,0,0,0,"101,1344355",0,2010
Amapá,"115,6897034",0,"73,53105764","0,395435544","90,14409625",0,"4,546726357","90,75265809",0,"82,37968663",0,0,0,0,"92,0956911",0,0,"93,43172916",0,0,0,0,0,0,"92,7112479",0,2010
Tocantins,"100,8431365",0,"83,60701811","5,030887308","97,5388445",0,"35,84534468","97,21363472",0,"93,10234071",0,0,0,0,"95,33464488",0,0,"97,45051592",0,0,0,0,0,0,"97,2337094",0,2010
Maranhão,"125,3160152",0,"72,82673788","2,18568227","100,2443959",0,"0,9201262442","106,623776",0,"104,6378571",0,0,0,0,"109,9870519",0,0,"104,3926519",0,0,0,0,0,0,"104,2364652",0,2010
Piauí,"101,8749877",0,"80,00900936","0,3977233765","95,72057033",0,"0,3544988053","97,01873601",0,"93,98837346",0,0,0,0,"97,70432128",0,0,"96,77425673",0,0,0,0,0,0,"96,82037786",0,2010
Ceará,"106,5974046",0,"87,61274118","23,73561597","99,53952125",0,"1,504737984","101,0328424",0,"0,1819309836",0,0,0,0,"103,9083609",0,0,"101,4575484",0,0,0,0,0,0,"101,4552651",0,2010
Rio Grande do Norte,"113,181229",0,"75,77052868","1,214794706","94,27548829",0,"19,0735249","96,6724614",0,"0,1550569717",0,0,0,0,"100,7219552",0,0,"95,04448308",0,0,0,0,0,0,"95,04448308",0,2010
Paraíba,"110,4572091",0,"77,09253304","2,329156738","98,06535468",0,"31,16428655","100,9498259",0,"0,6268049357",0,0,0,0,"119,2847978",0,0,"101,2814317",0,0,0,0,0,0,"101,2281082",0,2010
Pernambuco,"107,593785",0,"83,26598828","2,539603364","98,75605577",0,"29,04934171","101,1818881",0,"0,3397073676",0,0,0,0,"104,791724",0,0,"102,1846594",0,0,0,0,0,0,"102,1536313",0,2010
Alagoas,"101,5703597",0,"74,79491571","3,434813307","96,60146038",0,"6,652844136","100,47237",0,"0,3080039689",0,0,0,0,"98,58108717",0,0,"98,99035428",0,0,0,0,0,0,"98,99035428",0,2010
Sergipe,"90,88629239",0,"89,50413223","0,2203895919","98,59504132",0,"35,70247934","99,86890852",0,"0,07977173013",0,0,0,0,"98,23596466",0,0,"99,67797093",0,0,0,0,0,0,"99,66657167",0,2010
Bahia,"106,2900855",0,"72,14233208","64,72380319","94,43168244",0,"2,83148029","95,92989066",0,"94,24790958",0,0,0,0,"102,9748231",0,0,"96,5937701",0,0,0,0,0,0,"96,57906827",0,2010
Minas Gerais,"102,0821594",0,"93,21694673","130,4698742","96,80445466",0,"49,92509512","100,4145529",0,"95,69039315",0,0,0,0,"99,72495244",0,0,"101,4509353",0,0,0,0,0,0,"101,1945149",0,2010
Espírito Santo,"106,8615068",0,"91,03981656","25,41536309","99,20522337",0,"44,65711898","103,0663998",0,"1,030747048",0,0,0,0,"99,71823323",0,0,"101,1387264",0,0,0,0,0,0,"100,7345368",0,2010
Rio de Janeiro,"108,2920072",0,"78,9015099","8,357264744","90,27704668",0,"1,973034123","106,8656785",0,"0,3576253676",0,0,0,0,"94,97806714",0,0,"92,16050238",0,0,0,0,0,0,"92,1378769",0,2010
São Paulo,"101,5539967",0,"89,24308182","10,7934634","95,62757881",0,"41,99790437","96,60437142",0,"19,21448379",0,0,0,0,"94,91365955",0,0,"95,80422035",0,0,0,0,0,0,"95,2729588",0,2010
Paraná,"103,8199053",0,"91,65962753","5,013969346","97,79440355",0,"35,35859378","99,59843396",0,"71,63227545",0,0,0,0,"95,64176823",0,0,"100,1716209",0,0,0,0,0,0,"100,0744137",0,2010
Santa Catarina,"103,6810995",0,"93,34627646","6,594593098","98,73804559",0,"56,5266892","98,81834088",0,"23,96754632",0,0,0,0,"101,3015028",0,0,"99,0987752",0,0,0,0,0,0,"98,02976918",0,2010
Rio Grande do Sul,"96,4352622",0,"82,17714358","3,332234762","90,9647344",0,"14,6195461","92,34153678",0,"29,77573772",0,0,0,0,"93,62779944",0,0,"92,06692457",0,0,0,0,0,0,"91,50423142",0,2010
Mato Grosso do Sul,"105,2282549",0,"87,57389101","3,558289795","96,34643088",0,"32,81754508","99,64234266",0,"93,59445631",0,0,0,0,"100,2235358",0,0,"100,3551736",0,0,0,0,0,0,"99,94535791",0,2010
Mato Grosso,"98,64652967",0,"85,63382025","2,445127834","96,5461748",0,"9,418585458","100,4043905",0,"93,56482628",0,0,0,0,"97,69951308",0,0,"97,86869687",0,0,0,0,0,0,"97,73046134",0,2010
Goiás,"118,3266249",0,"86,51031423","9,720491814","97,55294333",0,"19,04816356","100,5648813",0,"102,2549513",0,0,0,0,"106,8197411",0,0,"102,2343686",0,0,0,0,0,0,"99,76215524",0,2010
Distrito Federal,"113,3598907",0,"88,99840656","21,46141589","91,24516276",0,"29,88162987","94,19531072",0,"2,966082404",0,0,0,0,"92,41292966",0,0,"92,38106078",0,0,0,0,0,0,"92,21944002",0,2010
Rondônia,"105,7867086",0,"88,46109598","119,9869617","101,3460137",0,"90,78498294","107,3206274",0,"103,5050044",0,0,0,0,"102,7150362",0,0,"106,9486521",0,0,0,0,0,0,"106,0896576",0,2011
Acre,"109,6339799",0,"72,29044314","75,19131518","93,78299816",0,"50,84534615","111,0339918",0,"96,37539301",0,0,0,0,"105,2915703",0,0,"96,95082162",0,0,0,0,0,0,"96,42878329",0,2011
Amazonas,"117,2737971",0,"64,13148395","83,28418993","90,32910656",0,"61,39047191","87,14646498",0,"89,88351029",0,0,0,0,"94,67135623",0,0,"91,25203295",0,0,0,0,0,0,"89,73145222",0,2011
Roraima,"115,0596783",0,"72,92163985","93,8557343","93,30565646",0,"74,12558381","95,51634665",0,"93,10845874",0,0,0,0,"97,9761287",0,0,"95,91074209",0,0,0,0,0,0,"91,53087701",0,2011
Pará,"120,1176504",0,"71,51150562","61,59816583","96,70747269",0,"46,3085272","101,5389901",0,"95,97829288",0,0,0,0,"109,2493655",0,0,"96,12763451",0,0,0,0,0,0,"95,96076452",0,2011
Amapá,"111,737549",0,"68,10996083","74,79714605","88,47929491",0,"61,79350867","84,58310017",0,"80,74286514",0,0,0,0,"92,99804141",0,0,"89,94124231",0,0,0,0,0,0,"89,45159485",0,2011
Tocantins,"102,6016782",0,"86,32914442","118,3964347","98,55060826",0,"94,29076163","99,62259606",0,"93,39944594",0,0,0,0,"91,4080379",0,0,"100,6343598",0,0,0,0,0,0,"100,2850604",0,2011
Maranhão,"122,7741361",0,"77,83685361","70,4960751","97,04378085",0,"50,75989318","102,9287044",0,"101,5335437",0,0,0,0,"112,842923",0,0,"100,3301772",0,0,0,0,0,0,"95,19948207",0,2011
Piauí,"100,070508",0,"84,91127737","108,3375769","96,92310705",0,"78,35794587","98,46644992",0,"92,70633397",0,0,0,0,"97,01515923",0,0,"99,29296095",0,0,0,0,0,0,"98,98546751",0,2011
Ceará,"105,9778514",0,"88,43855844","98,95802413","98,24941964",0,"81,63869544","99,99695551",0,"0,1111237965",0,0,0,0,"110,9190547",0,0,"100,1149294",0,0,0,0,0,0,"100,1141683",0,2011
Rio Grande do Norte,"119,198282",0,"82,55445342","90,3732488","97,52326414",0,"80,38654259","96,88107168",0,"0,07976275693",0,0,0,0,"99,47029349",0,0,"97,038552",0,0,0,0,0,0,"97,00991921",0,2011
Paraíba,"113,4108747",0,"84,3845295","82,65151389","98,2919798",0,"82,86480812","101,9679725",0,"0,4115912083",0,0,0,0,"102,3362384",0,0,"101,8030028",0,0,0,0,0,0,"101,7196847",0,2011
Pernambuco,"110,4458877",0,"89,7621415","108,1434626","103,0139556",0,"92,69500095","109,5975516",0,"0,3758629687",0,0,0,0,"113,665757",0,0,"107,078635",0,0,0,0,0,0,"106,9016339",0,2011
Alagoas,"99,87199135",0,"69,84224286","88,03028937","89,83863698",0,"67,97980709","90,61209772",0,"0,2704408185",0,0,0,0,"89,95041918",0,0,"90,33624808",0,0,0,0,0,0,"90,33624808",0,2011
Sergipe,"98,60359077",0,"95,07552009","102,9239099","102,0661157",0,"94,00113993","103,399829",0,"0,1111427757",0,0,0,0,"98,030778",0,0,"103,3086349",0,0,0,0,0,0,"103,2715873",0,2011
Bahia,"105,2356887",0,"77,89855738","93,46687494","95,95424056",0,"66,46421024","97,31691629",0,"92,26040614",0,0,0,0,"100,2921988",0,0,"98,65845815",0,0,0,0,0,0,"98,55968024",0,2011
Minas Gerais,"102,8772987",0,"96,2194832","106,0403456","98,0282974",0,"101,2547559","103,2217026",0,"99,51212746",0,0,0,0,"100,8005707",0,0,"104,2006183",0,0,0,0,0,0,"103,9006024",0,2011
Espírito Santo,"103,2743242",0,"97,07351198","122,2245973","103,9466781",0,"106,1969258","108,2586813",0,"0,6587512874",0,0,0,0,"103,7620722",0,0,"105,9365345",0,0,0,0,0,0,"105,5634364",0,2011
Rio de Janeiro,"114,0374937",0,"85,41949485","106,8878423","94,80999215",0,"69,42512813","112,1512675",0,"0,3310707854",0,0,0,0,"107,1551923",0,0,"97,44609133",0,0,0,0,0,0,"97,38006187",0,2011
São Paulo,"103,7169925",0,"93,95357854","122,0526181","99,27571956",0,"86,62587924","100,2976335",0,"20,4473025",0,0,0,0,"100,3447602",0,0,"98,64953617",0,0,0,0,0,0,"97,99093229",0,2011
Paraná,"106,5323197",0,"93,20957859","120,4463484","100,8406741",0,"94,18500194","102,5019106",0,"77,49151952",0,0,0,0,"98,58882051",0,0,"103,5906306",0,0,0,0,0,0,"103,5282839",0,2011
Santa Catarina,"106,7040579",0,"96,72227415","131,0323338","101,222406",0,"102,7659931","101,1828576",0,"28,9230843",0,0,0,0,"99,78787661",0,0,"102,329762",0,0,0,0,0,0,"101,0366482",0,2011
Rio Grande do Sul,"101,201709",0,"84,06201597","117,076839","93,63079248",0,"92,78675277","95,07269367",0,"34,83908622",0,0,0,0,"93,87397769",0,0,"94,65815643",0,0,0,0,0,0,"94,14335206",0,2011
Mato Grosso do Sul,"107,4834832",0,"93,06542149","113,3103174","99,97516268",0,"89,77944464","95,54170185",0,"98,91212558",0,0,0,0,"96,28930505",0,0,"103,3356515",0,0,0,0,0,0,"101,8255427",0,2011
Mato Grosso,"105,0074276",0,"88,31187588","107,0623917","99,0632995",0,"74,48419576","103,2186185",0,"95,92514649",0,0,0,0,"98,47528266",0,0,"99,21597755",0,0,0,0,0,0,"98,74143765",0,2011
Goiás,"120,1813566",0,"92,48616384","123,5466313","100,3887847",0,"99,82962082","107,1113296",0,"107,9563646",0,0,0,0,"115,5422403",0,0,"104,6779948",0,0,0,0,0,0,"104,1771486",0,2011
Distrito Federal,"98,38606875",0,"78,35192351","108,7798771","85,46778967",0,"74,71659458","86,47621216",0,"3,858411109",0,0,0,0,"89,51513772",0,0,"84,81675393",0,0,0,0,0,0,"84,55497382",0,2011
Rondônia,"106,1241707",0,"89,45430839","103,1138551","102,757219","24,77662308","97,54189516","105,6831691",0,"103,02182",0,0,0,0,"105,3993941",0,0,"103,9728496",0,0,0,0,0,0,"79,19622656",0,2012
Acre,"105,0008898",0,"73,75570979","83,11087382","90,6804295","16,38488462","69,65652251","96,06691582",0,"94,44741057",0,0,0,0,"90,2829685",0,0,"87,56599632",0,0,0,0,0,0,"71,1811117",0,2012
Amazonas,"124,1613667",0,"67,92896905","87,704452","93,9811448","24,08203202","75,34675852","91,92902194",0,"93,63868357",0,0,0,0,"103,3875894",0,0,"93,25655503",0,0,0,0,0,0,"69,174523",0,2012
Roraima,"118,079917",0,"73,71043072","84,64971458","84,33834977","28,56253243","78,56772185","88,7804878",0,"83,87130254",0,0,0,0,"87,8256357",0,0,"81,44265698",0,0,0,0,0,0,"52,88012455",0,2012
Pará,"113,6153296",0,"73,99702719","85,20816681","93,35464782","14,79463772","72,38511912","97,77530044",0,"94,9953024",0,0,0,0,"102,2036655",0,0,"89,40866322",0,0,0,0,0,0,"74,61402549",0,2012
Amapá,"105,7988248",0,"72,55875769","86,79350867","87,77280358","15,78063794","75,59457191","92,66927812",0,"84,54113039",0,0,0,0,"91,55008394",0,0,"87,16424175",0,0,0,0,0,0,"71,38360381",0,2012
Tocantins,"98,29365239",0,"83,11719597","96,8161561","93,48777452","36,25085317","92,96984783","92,74902638",0,"93,87722327",0,0,0,0,"91,60476974",0,0,"89,38451038",0,0,0,0,0,0,"53,1336572",0,2012
Maranhão,"114,0721858",0,"79,19559764","89,16403658","97,43950797","23,82455289","76,27174881","97,54309298",0,"100,6207008",0,0,0,0,"98,21396779",0,0,"86,70955734",0,0,0,0,0,0,"62,88500445",0,2012
Piauí,"96,75467116",0,"86,3606095","96,94465118","93,03928865","22,75647303","91,86611305","93,9147636",0,"97,29131576",0,0,0,0,"98,32935093",0,0,"92,91589957",0,0,0,0,0,0,"70,15942653",0,2012
Ceará,"103,0163261",0,"88,66004491","96,33900369","95,6684553","27,47650036","89,96460783","97,79426875",0,"0,08905126156",0,0,0,0,"97,6115995",0,0,"93,83491266",0,0,0,0,0,0,"66,3584123",0,2012
Rio Grande do Norte,"112,5104816",0,"83,40730136","95,25104816","97,038552","16,77881174","88,47121383","93,98302485",0,"0,1124859393",0,0,0,0,"98,68902751",0,0,"93,71714899",0,0,0,0,0,0,"76,93833725",0,2012
Paraíba,"108,6617453",0,"79,63040109","86,869074","96,31234274","29,20131309","83,47969539","92,07978537",0,"0,4715802103",0,0,0,0,"92,72466714",0,0,"87,90055157",0,0,0,0,0,0,"58,69923847",0,2012
Pernambuco,"106,8945821",0,"90,5286763","100,7869851","103,6803543","24,89157799","95,20475012","100,0782754",0,"0,3243845508",0,0,0,0,"104,5893362",0,0,"99,82299886",0,0,0,0,0,0,"74,93142087",0,2012
Alagoas,"106,9990084",0,"75,58099703","92,86577121","92,55566574","29,00027044","82,50247904","90,21545119",0,"0,2866672676",0,0,0,0,"93,17767962",0,0,"87,12341116",0,0,0,0,0,0,"58,12314072",0,2012
Sergipe,"92,27985181",0,"89,66942149","98,07352522","96,56027358","24,45711029","94,96722713","96,84810487",0,"0,05699629524",0,0,0,0,"97,34112283",0,0,"97,28412653",0,0,0,0,0,0,"72,82701624",0,2012
Bahia,"99,27455665",0,"77,6858403","92,41339704","92,25075806","6,04888358","83,98741156","93,26426537",0,"91,39667371",0,0,0,0,"97,8788018",0,0,"93,584949",0,0,0,0,0,0,"87,53606542",0,2012
Minas Gerais,"103,3386176",0,"93,79042486","100,7217026","100,7014902","27,80873494","98,66320545","98,61406151",0,"97,84638554",0,0,0,0,"104,8775365",0,0,"97,71084337",0,0,0,0,0,0,"69,90210843",0,2012
Espírito Santo,"103,1227532",0,"94,34523231","100,975496","101,4224364","32,91424574","100,4896912","104,9338334",0,"0,7986630652",0,0,0,0,"105,0737452",0,0,"101,8305124",0,0,0,0,0,0,"68,91626669",0,2012
Rio de Janeiro,"107,5716858",0,"82,66334211","94,59805144","92,62455557","31,08186729","80,2668883","96,86937249",0,"0,3920210555",0,0,0,0,"97,17504733",0,0,"91,34136769",0,0,0,0,0,0,"60,25950039",0,2012
São Paulo,"104,0061031",0,"91,55663475","98,72056044","97,44279204","23,95924377","89,54773416","96,43792395",0,"20,4546556",0,0,0,0,"99,54477621",0,0,"94,7189695",0,0,0,0,0,0,"70,75972573",0,2012
Paraná,"103,9184533",0,"91,64554925","99,86189882","99,07083384","22,06870198","94,93651368","96,7847901",0,"76,89285762",0,0,0,0,"99,94167572",0,0,"100,2265932",0,0,0,0,0,0,"78,15789121",0,2012
Santa Catarina,"104,2808178",0,"96,43345078","104,2508569","99,41995638","33,14038494","100,7058795","99,97003907",0,"29,59660603",0,0,0,0,"100,3523405",0,0,"99,0987752",0,0,0,0,0,0,"65,95839026",0,2012
Rio Grande do Sul,"101,2436117",0,"83,97072798","94,38728553","92,0227771","35,18702813","89,56847721","89,39936996",0,"49,16755835",0,0,0,0,"91,61497422",0,0,"85,58921904",0,0,0,0,0,0,"50,40219091",0,2012
Mato Grosso do Sul,"105,3623764",0,"91,36406537","100,5265511","99,50573742","30,28662262","96,13779743","102,2825493",0,"98,31603",0,0,0,0,"100,7625056",0,0,"99,72927326",0,0,0,0,0,0,"69,44265064",0,2012
Mato Grosso,"107,435834",0,"90,053231","98,56193777","98,59701246","22,58397293","88,57803087","99,49657506",0,"97,66650161",0,0,0,0,"99,31501197",0,0,"95,66105472",0,0,0,0,0,0,"73,07708179",0,2012
Goiás,"112,7784385",0,"90,39930476","101,3996249","102,7809541","40,87956822","95,85258199","100,9982619",0,"102,5511138",0,0,0,0,"107,6819284",0,0,"89,28326396",0,0,0,0,0,0,"48,40369574",0,2012
Distrito Federal,"106,5126337",0,"85,89119053","92,90689734","92,46073298","31,50694286","81,75278853","93,65353972",0,"3,086728887",0,0,0,0,"92,84543592",0,0,"92,0783064",0,0,0,0,0,0,"60,57136353",0,2012
Rondônia,"108,1533731",0,"96,24525231","98,4517996","101,443299","96,22354856","94,60300235","100,0687285",0,"103,6787846",0,"93,11629589","89,44112859","96,10056068","106,5183578","74,55597757","38,29987339","97,68855128",0,"94,14722373",0,0,"57,76451438","3,042141436","98,43371315",0,2013
Acre,"106,1593796",0,"73,4910644","80,32482859","84,82634596","81,54434079","68,99516691","92,77846465",0,"84,1182421",0,"56,06384174","57,46880971","82,72451388","95,00393391","27,08216253","12,84140722","82,57839721",0,"73,74957851",0,0,"47,57783523","1,528605148","78,00382151",0,2013
Amazonas,"116,9228748",0,"75,9847589","86,35658915","86,43016686","84,76547103","75,56957036","96,82564709",0,"91,34804888",0,"76,07804493","76,48272238","83,6381553","98,77020102","56,0924977","30,4414663","86,26330311",0,"81,604257",0,0,"48,43121797","2,271711996","83,32545001",0,2013
Roraima,"94,16945035",0,"72,10243952","83,3788845","83,52059925","82,62982083","79,80564834","86,476364",0,"80,36238486",0,"74,29901812","69,8046361","77,83176435","89,0677194","23,01852414","18,29132503","83,0448426",0,"79,20842191",0,0,"40,3380909","11,549752","85,17056382",0,2013
Pará,"117,6817455",0,"85,97394729","89,92271546","93,43539308","87,8859824","77,95664457","96,98329611",0,"90,06784413",0,"76,50747131","79,38327357","89,9438507","98,49446609","34,76254553","20,14188794","89,61414089",0,"83,56382492",0,0,"55,03265395","3,111812488","86,32126981",0,2013
Amapá,"117,0725251",0,"75,48305982","91,3578613","92,43647433","90,55717311","77,89174166","93,30995236",0,"82,57014293",0,"78,28215987","68,429063","87,26177872","95,63260985","48,42509264","30,17469561","91,33800953",0,"83,44362096",0,0,"53,44759132","0,3904182107","85,90524087",0,2013
Tocantins,"92,02348618",0,"90,18613197","97,85508867","105,0726953","98,05480109","93,87282313","96,9723598",0,"93,22176066",0,"88,89598977","85,84837834","83,22415721","102,2407733","72,31187091","34,66608084","98,30643873",0,"79,74516696",0,0,"52,32065825","2,248761783","96,01773446",0,2013
Maranhão,"113,3932035",0,"88,98729684","93,69216928","100,1766391","96,47712359","86,19656462","105,7259123",0,"99,36773118",0,"81,0088237","84,64973463","95,68472402","106,3746894","46,05162153","23,44347137","97,38012893",0,"107,2735677",0,0,"54,5096615","4,255020594","92,62325528",0,2013
Piauí,"96,49748824",0,"89,56622279","94,14121681","93,74252452","90,15628738","90,25197353","93,0607607",0,"90,33569891",0,"92,48265689","88,07312017","89,14560242","102,354278","76,17414879","30,62754166","90,76828004",0,"87,69436249",0,0,"55,59365282","2,467905271","94,04951758",0,2013
Ceará,"108,6308112",0,"95,74057803","100,5131834","100,8475301","98,02579913","93,22597952","104,790489",0,"0,2021631457",0,"99,16879845","94,53304201","100,4159895","115,1474625","68,80389397","27,60148979","98,9635251",0,"98,74036809",0,0,"58,58143676","2,894820736","97,96126243",0,2013
Rio Grande do Norte,"109,1495113",0,"86,11145768","92,48908297","89,57579538","86,88708671","85,26096902","93,8635891",0,"0,1226866292",0,"90,88791849","84,58931171","88,80432522","113,0463714","64,12143897","30,43460179","88,26159285",0,"87,00977334",0,0,"52,87585777","3,069245165","91,81118736",0,2013
Paraíba,"112,3461414",0,"89,8142631","96,81131786","100,0442636","97,60976523","93,33832718","108,2432455",0,"0,5810301508",0,"91,01789271","82,25710346","99,85018472","114,6393367","60,95098657","34,19363626","98,36224655",0,"88,82003439",0,0,"53,19123581","3,653450008","96,25291544",0,2013
Pernambuco,"105,6813038",0,"94,63345971","99,10805229","103,4701788","96,1662517","93,30225781","101,0610005",0,"0,4192455002",0,"92,90544364","93,09783839","93,23506111","120,7673155","65,42270258","30,84894183","97,31779086",0,"85,26977705",0,0,"60,89010865","6,494737438","99,43271842",0,2013
Alagoas,"112,4700814",0,"84,86946275","93,67198144","95,50392164","91,23798652","85,18613985","97,52734102",0,"0,3498177266",0,"86,60750451","81,4799131","81,79106676","110,7154693","58,38457856","26,91387119","92,0830725",0,"80,10457709",0,0,"55,82722687","3,444784034","93,55783039",0,2013
Sergipe,"96,60997538",0,"98,90912214","96,54698505","100,0486743","98,97211247","97,45461834","99,41018153",0,"0,0629903224",0,"103,5131421","101,8897097","104,9848251","111,4384699","79,8688656","42,13766249","99,40445513",0,"105,3255454",0,0,"60,11567314","0,6384928134","99,11813549",0,2013
Bahia,"101,3889342",0,"85,93360513","95,22469423","90,64041934","84,18264415","89,20908561","96,39510775",0,"92,40768783",0,"90,53511939","89,90378567","90,54676762","109,1694817","68,48410017","36,87454863","91,33372161",0,"93,16295865",0,0,"56,87454863","4,737099592","95,27361677",0,2013
Minas Gerais,"104,056056",0,"99,11806467","105,8934213","104,1110808","102,2140733","104,6924962","103,2449218",0,"99,90495723",0,"104,9991727","99,08959032","98,98454304","108,2490967","83,49257166","39,14877079","103,2322237",0,"99,97421917",0,0,"51,38273762","2,48958185","105,8953452",0,2013
Espírito Santo,"104,6762793",0,"97,25756291","99,71350485","107,3602865","97,26887193","98,41108284","100,218641",0,"0,5616812741",0,"97,68919046","92,32871548","92,75091886","106,189803","84,89115069","39,8397889","98,02280652",0,"78,2075205",0,0,"50,17623221","2,344736594","99,58533597",0,2013
Rio de Janeiro,"106,9497439",0,"90,88793209","98,16479214","96,56868305","92,29621026","85,25708789","99,94827844",0,"1,042597692",0,"85,76250732","83,1746147","81,4319612","108,1620246","67,04202603","34,02507134","92,733575",0,"80,12803354",0,0,"39,34740099","1,249937617","95,51065963",0,2013
São Paulo,"103,6504448",0,"97,50961527","102,1705038","104,3734545","97,22971943","95,81024766","98,95497905",0,"20,45468326",0,"96,21616218","100,9455498","97,18252388","103,3674354","75,71477499","37,63189764","100,1574824",0,"92,96884602",0,0,"47,47757802","2,412872587","99,16145959",0,2013
Paraná,"109,9979072",0,"98,67562229","105,4662464","104,4525251","101,9391506","103,4237616","104,6487293",0,"81,72162562",0,"102,3714536","97,78158559","92,08251037","110,2111156","77,16118821","40,19633491","103,5532563",0,"93,17994532",0,0,"44,01642882","0,984944605","105,0790703",0,2013
Santa Catarina,"102,2220698",0,"96,26111606","101,171616","104,6053083","97,17783417","99,42390783","97,77907322",0,"28,8263265",0,"98,33116156","101,5339597","91,23288298","104,6064513","71,68918456","35,8423062","98,22714491",0,"88,05980385",0,0,"45,05863795","1,54996228","98,33001852",0,2013
Rio Grande do Sul,"110,8847193",0,"92,16576142","103,7359493","102,557437","101,0100497","98,36475065","100,2810131",0,"61,5756211",0,"90,0824886","87,40451364","78,71634378","105,6536641","75,28972668","37,02547271","102,1493508",0,"82,24897615",0,0,"44,36158471","1,627261901","102,4986203",0,2013
Mato Grosso do Sul,"113,2532694",0,"104,1036717","113,6472599","113,2983647","110,6733439","111,8220872","118,0072627",0,"107,1179361",0,"108,0198419","101,4976384","104,1535139","113,9059644","44,67756865","35,91246766","112,5151307",0,"102,5348302",0,0,"45,71950727","2,50160207","111,3568936",0,2013
Mato Grosso,"106,7227219",0,"94,02424716","99,54829879","99,1591709","95,83887368","93,58232303","101,2006257",0,"99,79077043",0,"89,95502542","91,52522487","95,43214705","107,7551819","59,20414548","30,52209621","98,24208056",0,"94,44075088",0,0,"56,22213531","3,23816973","101,2847086",0,2013
Goiás,"116,4286272",0,"102,4796245","106,2057509","107,850286","105,5702356","101,4170876","107,6886198",0,"103,5901038",0,"95,51794494","94,72633821","96,64068859","117,7665541","69,94570247","32,50493361","106,6617609",0,"90,90432708",0,0,"47,16415248","3,264541593","104,172102",0,2013
Distrito Federal,"133,1937703",0,"103,117164","111,5622628","108,9028963","102,8572086","101,5206239","112,1741931",0,"87,56355104",0,"107,2235386","104,2421036","108,5026111","105,2290138","103,8694242","44,44316639","106,8623617",0,"99,33745888",0,0,"76,56720882","3,397823736","105,2244128",0,2013
