unidade_da_federacao,bcg,hepatite_b_idade_<=_30_dias,rotavirus_humano,meningococo_c,hepatite_b,penta,pneumococica,poliomielite,poliomielite_4_anos,febre_amarela,hepatite_a,pneumococica(1º_ref),meningococo_c_(1º_ref),poliomielite(1º_ref),triplice_viral__d1,triplice_viral__d2,tetra_viral(src+vz),dtp,dtp_ref_(4_e_6_anos),triplice_bacte(dtp)(1º_ref),sarampo,haemophilus_influenzae_b,dupla_adulto_e_dtpa_gestante,dtpa_gestante,tetravalente(dtp/hib)(tetra),varicela,ano
Ceará,"109,5880577","99,02400709","102,9956372","103,9195253","96,95770179","96,91181846","109,3601997","97,34343285","64,96199519","1,663092183","93,14316377","91,07685847","92,24649459","85,77072332","100,690583","80,42026021","36,05569313","96,99269755","74,71721449","86,97768826",0,0,"69,86177062","65,1653266",0,0,2017
Rio Grande do Norte,"67,21625448","60,88158852","69,53113629","71,44817549","69,02172783","68,99469799","76,73354819","69,51658177","41,22763213","0,476744186","62,0210001","64,92982639","65,19804553","60,26821915","75,55463146","50,69965693","18,36859536","69,16311467","50,66063761","59,27643206",0,0,"28,23933654","27,42047976",0,0,2017
Paraíba,"103,9951932","85,37758035","84,84005563","85,48504868","82,47566064","82,43567455","91,11961057","82,34005563","53,51064008","1,062271062","83,53442281","74,24895688","73,12586926","69,88873435","90,90403338","67,93115438","23,84157436","82,47392211","61,05679741","69,82788595",0,0,"38,61945316","34,96077805",0,0,2017
Pernambuco,"97,2533984","86,24257467","83,35099338","85,65702335","86,09132102","85,95608226","91,77831997","84,66504008","58,07254598","0,8862182258","81,35447891","78,94109446","79,94283723","75,98326943","96,39456257","67,66329732","30,03206692","86,11641687","67,54243532","76,63924712",0,0,"49,62286511","51,40218375",0,0,2017
Alagoas,"110,9235257","91,34810408","85,50097549","90,18138268","82,38327957","82,28669667","92,97456006","83,88417779","59,39661041","1,171875","87,96383936","83,10378798","81,22621646","80,26231915","99,21574688","68,66850818","31,09776121","82,14182233","67,57855889","80,54047789",0,0,"53,70781742","49,64655757",0,0,2017
Sergipe,"98,49851598","94,58185416","81,85124833","83,30617471","80,03259035","80,01804109","87,193738","78,99959262","66,02117375","0,5327388824","75,93551766","75,83949252","77,41081301","70,04597567","83,23924809","69,68515393","24,57370657","80,27119828","65,11965837","69,24576616",0,0,"28,46417971","29,05196997",0,0,2017
Bahia,"86,95728944","76,13152577","75,5920033","82,13542995","77,04528065","76,99034745","85,60995468","78,34356791","45,66385924","72,80855781","72,5441918","68,58802064","73,8361312","63,20800063","79,16266112","60,47164074","22,39739343","76,9422809","54,44509243","67,02732927",0,0,"22,13355649","28,02451362",0,0,2017
Minas Gerais,"94,80845829","81,88887429","89,20752424","89,33690345","87,33396335","87,32121294","92,73713896","87,06882974","74,15815361","81,75903217","86,22392728","81,1493977","82,81206639","80,37298712","89,27427641","82,3324258","18,47522562","87,69735016","74,93436063","79,54796031",0,0,"23,190216","37,1655663",0,0,2017
Espírito Santo,"91,92806061","83,29852014","85,04567018","83,23479431","82,35679388","82,25943496","90,14904765","83,22063301","67,15152972","61,95213482","73,57147915","77,06046874","77,52425122","72,97670467","83,78885506","69,72845713","16,06422148","82,57629399","70,06471519","72,04736954",0,0,"50,83905686","64,0196842",0,0,2017
Rio de Janeiro,"115,3772042","94,65945002","83,51717523","91,32417549","93,6454649","93,49173996","97,21239734","88,75881028","65,58898173","26,44197419","85,39784357","81,40484897","79,82863309","77,20075021","94,28991068","67,95884111","19,53820507","93,52770903","72,4553361","75,97351992",0,0,"50,69026352","66,19715891",0,0,2017
São Paulo,"100,9465522","91,78309247","90,79261363","89,74488483","87,70920611","87,18158555","95,85224067","87,71176349","74,03318011","24,09365256","76,13160305","74,65934217","77,61456687","77,44514009","86,720457","83,40272905","20,97542572","87,75491937","67,34933485","74,12037932",0,0,"28,56270123","35,85297508",0,0,2017
Paraná,"96,30556198","75,24975103","89,80230035","92,01258373","90,74357836","90,66289739","95,05969767","90,41022209","74,70255633","69,73775557","86,34740351","82,78680835","84,24719649","76,97590203","88,13301728","84,29598034","69,77027813","90,95309871","79,02951988","67,01649269",0,0,"35,13143243","56,37098237",0,0,2017
Santa Catarina,"87,04091547","79,49260499","97,49223066","98,6457614","88,88121547","88,8715038","95,42580283","95,10531768","87,46162408","28,98111683","83,3304558","82,23411602","87,01549551","84,10846858","91,80766575","81,41725656","67,25440262","88,94703902","83,17575253","81,0676364",0,0,"34,92821412","43,34613928",0,0,2017
Rio Grande do Sul,"91,29069621","76,22665511","84,87000935","88,03569684","83,77663657","83,73965587","91,27185699","85,73033394","69,69569764","55,51398577","78,51770189","77,86042228","80,49861148","74,27748085","83,33705466","75,7246124","62,46738023","83,83357974","66,95968683","71,28483512",0,0,"27,69524185","33,37680733",0,0,2017
Mato Grosso do Sul,"122,8123155","103,2241951","93,44489351","93,90808773","93,10885064","92,79097225","99,33472594","91,4854003","75,47915637","86,07692657","85,31401844","85,41392307","84,99841061","81,56532401","91,18114527","74,93528904","66,20271559","93,236002","78,19675968","80,73202852",0,0,"59,28431951","60,1062622",0,0,2017
Mato Grosso,"96,6113098","87,77309585","83,13267944","87,17290464","85,07135016","85,03417018","91,19365462","84,06572005","64,15390814","82,06331221","79,80064445","74,77426437","78,62327821","74,54233207","85,24662724","71,23685422","64,67547183","85,07135016","72,38920226","71,4918027",0,0,"40,54648687","46,15221051",0,0,2017
Goiás,"88,67373952","71,04107336","83,78625005","84,75091252","78,71625687","78,63102162","88,22650515","81,55609482","65,57755375","73,95311059","77,44675304","72,56227187","76,59640608","71,34190365","80,98552004","71,85832899","59,5904697","78,46055112","64,08328641","67,03448829",0,0,"30,49598327","47,91023224",0,0,2017
Distrito Federal,"93,60639584","102,4073991","85,80642272","84,2612084","84,76284319","84,69342052","89,30666906","84,40901151","74,35577828","77,94598468","81,35889282","74,26434362","76,3044744","78,38939401","78,5036055","77,43091324","66,10158105","85,50409818","69,93971153","74,9563309",0,0,"15,6514534","17,50123169",0,0,2017
Rondônia,"93,6147797","91,54155849","96,62113858","99,65383602","99,94356022","99,94356022","103,2133047","101,8888513","59,28023866","89,69033375","82,06343831","88,09496933","89,63013132","74,30108741","101,6480415","78,86518418","53,42965722","100,6584641","62,26728598","72,16390112",0,0,"46,15440456","59,27915502",0,0,2018
Acre,"100,9342231","94,50270099","82,64378773","75,95805529","70,66412456","70,66412456","89,64092787","78,34127741","37,61045426","66,73657452","76,05338418","73,33968859","67,39116619","58,2650143","83,1140769","71,92246584","59,05942167","70,18748014","53,11761045","63,2538926",0,0,"41,41526566","56,55790522",0,0,2018
Amazonas,"96,97461823","90,42224376","80,24857899","79,15891767","79,36060979","79,36060979","90,04112424","79,24535715","56,36237626","69,87715116","78,15831522","78,68611992","76,47929382","66,89106006","89,80799958","77,99984284","58,52214684","79,4077586","65,82192408","69,56282579",0,0,"52,72180041","65,78768099",0,0,2018
Roraima,"135,5521528","131,0574671","92,19059629","82,14736084","83,51648352","83,51648352","93,27148262","79,78742569","63,94619741","72,71662763","83,38137273","78,03098541","80,58007566","82,77787786","99,31543866","88,27238335","71,33849757","83,76869033","70,51982201","77,10322464",0,0,"39,52441002","61,46640245",0,0,2018
Pará,"87,64544185","78,02955378","71,64320205","65,17976613","58,04438885","58,04438885","78,82657514","69,09142475","27,22693341","63,11012857","67,66100413","64,60817965","59,04866484","51,28643318","77,30307173","59,96858456","48,28960382","57,74550585","44,06161936","53,94365583",0,0,"41,19342024","52,72321865",0,0,2018
Amapá,"102,9461062","91,72253739","76,54074265","68,29551315","63,0866426","63,0866426","78,46828262","68,74033007","23,170393","65,55569881","68,18592058","64,06008252","62,16477566","39,1438886","77,10159876","63,8795771","51,1732852","64,23414131","56,0963755","53,82929345",0,0,"45,89830508","53,71956857",0,0,2018
Tocantins,"104,0556393","100,6745433","93,40120664","79,72180325","90,04105916","90,04105916","100,708061","91,6792358","62,70051887","81,0750796","84,07910173","89,67236467","73,14814815","74,95391319","91,20998827","78,86291269","65,91728882","90,71979219","65,27508219","74,5433216",0,0,"45,80192462","70,05613472",0,0,2018
Maranhão,"105,1105273","95,22920819","82,8854865","78,17539409","80,6377967","80,62964305","89,43015039","80,60789998","36,5655076","72,36274687","70,61877152","73,02862837","70,19568762","59,02699764","84,03877514","56,87986954","15,44193123","80,31165066","45,53427134","63,01775684",0,0,"42,29567688","59,80297337",0,0,2018
Piauí,"97,90407694","91,39926802","85,26895906","84,19652736","85,95199591","85,95199591","88,80968593","83,71137969","48,32522695","76,91931228","76,37671291","80,02595966","78,35347689","57,5921355","87,78619457","69,17184441","2,940154823","86,22435952","57,89338952","70,08043238",0,0,"49,56352853","65,72341492",0,0,2018
Ceará,"104,8863862","96,84020917","116,5428084","115,0961653","107,7796724","107,7566721","120,5884919","111,0766546","68,11431971","1,115492958","93,68203989","99,00463973","100,5988024","87,35535551","111,4644882","87,14042114","11,74692566","107,6567395","72,82989033","84,39068882",0,0,"72,78185198","79,85643961",0,0,2018
Rio Grande do Norte,"107,6955304","101,3781394","85,99589866","84,29582589","89,54378073","89,42470949","94,52492779","90,32435889","43,0954703","0,8047545925","77,21770192","80,43483054","74,47024321","64,75711671","88,69705188","64,49471897","13,52334748","89,6077264","52,12920347","65,63030584",0,0,"44,94022248","58,08088159",0,0,2018
Paraíba,"105,3470584","98,95749656","96,06675463","94,91495204","91,60931427","91,60396534","100,7114075","92,26010056","55,53468717","1,069720057","83,18831794","78,39746104","76,04393253","70,48461292","96,72823878","72,1820062","8,612971184","91,44528046","57,87795916","66,36593802",0,0,"49,43177857","62,15403338",0,0,2018
Pernambuco,"106,5264124","100,2532227","95,23926099","94,29522243","94,65554833","94,64560303","101,4841449","94,72210534","59,00959221","1,115662213","82,54523199","86,115595","85,03385227","75,58505145","104,7194278","69,53524844","11,2903354","94,6976246","65,59681261","76,51455457",0,0,"53,38654583","61,47159289",0,0,2018
Alagoas,"112,9154816","97,40901447","98,32665518","100,6498225","98,50935288","98,43876513","104,3266137","96,13013059","62,76233184","3,112952541","89,18969419","91,96545353","91,8388108","84,29837856","107,1791891","72,09292669","19,85591795","98,13772915","66,55917446","82,56275043",0,0,"62,33460179","67,31634762",0,0,2018
Sergipe,"106,334968","108,433174","93,08771494","89,85970575","91,47060649","91,47060649","96,93959898","89,73865541","63,03193855","1,191549014","81,97591409","83,00329009","81,4575703","71,17449873","95,46837172","71,9349432","1,22795836","91,70339562","65,91441535","73,01508474",0,0,"44,36652505","57,51905954",0,0,2018
Bahia,"84,2743273","76,06772744","80,006433","78,30139355","77,25431463","77,24024244","84,19542252","78,25293757","43,22578312","69,14320464","73,52518419","71,20930373","73,11156231","58,10794506","82,3032155","65,06355463","5,460754484","77,02061576","50,65438813","64,65442699",0,0,"32,09786299","50,6076985",0,0,2018
Minas Gerais,"100,8485877","91,21772558","99,9577876","98,00063121","98,04718321","98,04718321","102,1697964","97,74617327","75,51680253","94,1869181","91,45534164","90,86318447","89,9905318","82,11851034","97,52169796","85,02761559","9,725667442","98,60541266","80,48743202","85,88724949",0,0,"43,04386146","68,46785021",0,0,2018
Espírito Santo,"99,98314922","91,78243775","93,64164014","89,54502902","89,84085377","89,8258753","96,31529676","90,95487736","76,98102623","73,8738064","88,57142857","88,88597641","81,46414529","77,56412657","95,46714098","79,49822131","7,344104687","90,41939712","80,38708902","78,75678712",0,0,"56,10174892","73,88833817",0,0,2018
Rio de Janeiro,"105,7191116","81,91550067","89,70578165","87,85693091","88,20387574","88,16050764","94,11517655","87,48487823","59,07271615","49,26251398","81,55623017","75,20485723","70,69913949","67,52961585","99,65853325","70,18054826","8,877518388","88,3015681","60,66567023","63,9350848",0,0,"41,67016366","55,49598774",0,0,2018
São Paulo,"101,2754146","90,29068789","92,58243543","88,88714872","91,72604995","91,57310017","95,95432833","92,55327834","75,63031169","60,17840809","83,59488635","81,69704301","80,97807886","76,45139846","91,4621366","81,83713014","37,15959346","91,99029652","75,59634671","75,54303004",0,0,"39,52055419","52,36741955",0,0,2018
Paraná,"97,93150155","66,45119586","92,41744066","91,44865841","90,90428277","90,90428277","94,47819917","90,87719298","82,92504981","75,96491228","88,5494066","88,06566047","87,67866357","78,69195046","89,78005676","86,22613519","63,21852425","91,28353973","92,69649522","74,5375387",0,0,"42,6689766","66,66187167",0,0,2018
Santa Catarina,"92,7163227","81,46764734","95,11064013","93,13181336","94,28385567","94,28385567","93,10138602","94,58812914","89,80270803","59,63235371","87,16070885","86,62455802","86,20906735","82,25875835","92,12141561","83,41604675","68,80672339","94,56609554","93,12597086","84,58277812",0,0,"53,00090642","68,93883805",0,0,2018
Rio Grande do Sul,"90,98061969","76,03274212","91,20886116","82,56272059","84,96969183","84,96686259","91,67709947","85,70034163","77,40206186","58,65498193","83,77646218","82,69074345","76,78966764","76,73661949","88,71913482","83,1130067","68,63397102","85,28059073","76,94005346","75,21873519",0,0,"46,18401038","61,17654447",0,0,2018
Mato Grosso do Sul,"129,563885","125,2946723","97,01320132","94,82555398","94,92692126","94,79726544","101,9542669","95,95238095","98,03656412","90,14851485","91,9047619","95,77557756","89,03583215","101,7326733","104,5261669","97,62376238","78,83074022","95,26166902","88,0477466","87,32201792",0,0,"60,28563644","66,88388357",0,0,2018
Mato Grosso,"106,1392689","97,66016297","91,85542349","89,11377738","89,16797488","89,16797488","97,50130822","90,2743515","64,14242223","84,65463108","83,00814831","83,880915","80,26650221","70,13904463","89,76975406","79,53390147","60,45593956","89,25768109","71,99540313","72,73678702",0,0,"46,7848164","59,29853759",0,0,2018
Goiás,"93,58357059","79,12723999","88,42007201","87,63398091","83,79982415","83,773656","91,74761347","85,53843577","63,31710441","78,67924133","81,54622341","82,35534249","82,50083738","72,39783956","87,8077374","76,75849941","59,50845754","84,06464579","67,39420837","69,86999665",0,0,"36,89683527","61,28013317",0,0,2018
Distrito Federal,"89,49615713","111,0485379","88,30059778","88,69296282","86,26029958","86,25568352","91,44644217","86,03411268","73,15255272","83,58760126","85,21245413","79,39852748","83,37064648","70,92805872","86,32261638","87,04733769","82,11738639","87,41662243","75,13418636","78,0137097",0,0,"53,30765441","61,53760021",0,0,2018
Rondônia,"88,11402392","86,74690034","88,92484456","92,63353089","89,66294586","89,66294586","102,4397338","98,25837181","63,77780295","81,4202087","85,00890812","97,68025306","89,80838454","75,46813075","106,4247537","82,24920918","70,74137367","90,07017416","49,83195499","55,00854452",0,0,"53,31929876","75,54353744",0,0,2019
Acre,"93,85621714","91,25810001","84,49688226","89,66866365","76,41520968","76,41520968","91,53319477","81,73370828","50,98319851","68,68810368","80,62110282","78,81770388","85,96405429","70,6626727","87,39454701","78,65264702","75,67551045","76,52524759","44,18792782","51,29600196",0,0,"49,19454045","64,50705875",0,0,2019
Amazonas,"93,26705019","89,61549796","82,55326782","89,23496778","78,576279","78,576279","92,51239606","83,29254699","75,82545474","74,09832285","85,32076004","86,41110072","90,88265064","77,02468962","92,11777217","82,29061231","72,70817051","78,70824738","64,28020347","65,03606709",0,0,"53,39435451","69,61120676",0,0,2019
Roraima,"115,8814007","115,532078","78,94692","83,5392349","64,3946494","64,3946494","90,26156599","79,76484621","67,67799353","69,77081026","81,05137599","72,62503195","77,20030672","69,28516657","81,21325722","86,71721905","74,52500639","64,15608759","67,48584142","68,0923575",0,0,"42,43379571","70,98720951",0,0,2019
Pará,"83,06052696","75,46833764","76,03221759","77,41091129","62,38444787","62,38444787","82,13610995","72,71527668","39,48962923","62,59644366","72,66624364","73,55316479","74,55329459","59,99625041","82,8059878","71,33946727","59,89818434","62,44573917","35,43503869","44,11242988",0,0,"46,77701201","59,87376456",0,0,2019
Amapá,"100,2662511","90,96694591","78,73238522","84,90161699","52,66575752","52,66575752","84,90161699","73,0112345","42,48021108","66,99136308","77,16734853","76,08935645","85,77180336","56,29586337","87,23943113","74,27755049","64,43275537","53,36060783","46,53520344","50,36690694",0,0,"48,4807396","58,97688752",0,0,2019
Tocantins,"112,4137654","111,8843254","88,73335472","93,51836997","76,37574202","76,37574202","94,01973368","88,16781646","65,91278172","76,47200385","87,08888176","90,44200225","95,13476657","75,97064014","91,07171506","84,71041232","81,3452591","76,8249639","53,13106508","55,40269533",0,0,"51,01042502","75,96631917",0,0,2019
Maranhão,"83,56714846","77,83078571","77,520114","77,80423257","58,57533568","58,45673166","84,13096007","75,73308786","40,65226216","66,75104664","74,0575849","75,07988069","77,11473611","63,55847443","87,05357538","65,8730229","6,94400549","58,01683469","33,17146774","46,20511413",0,0,"42,83317785","62,71044275",0,0,2019
Piauí,"82,58120327","81,51428395","82,40406995","85,44211242","68,15101646","68,14895677","86,73559762","81,84589401","52,71055274","73,3970464","80,21255999","81,786163","84,10537373","67,1520669","89,01155486","74,47838356","2,137750238","68,48468621","46,57070279","55,64252024",0,0,"46,71147384","62,72516646",0,0,2019
Ceará,"86,0474033","78,89465324","94,95997559","97,41777976","80,06134729","80,0519574","98,84660829","93,54053695","64,49936202","0,7771277567","91,32373999","89,81822734","93,38325626","80,24914513","103,0188502","86,70000078","13,03723223","79,97449079","49,9432472","57,19696081",0,0,"60,44779021","70,41691617",0,0,2019
Rio Grande do Norte,"85,28622734","83,34991995","84,55713729","85,25161179","68,87196573","68,87196573","89,31893903","80,73644585","54,99025584","0,6538549011","81,40495868","87,31556402","84,85785989","71,49409372","93,73242179","74,39747306","3,741406344","69,12725542","47,27163412","56,12262559",0,0,"45,06289635","64,48903212",0,0,2019
Paraíba,"94,89920102","86,92832285","95,5055398","96,90223158","82,21174752","82,18739673","99,90433618","92,59735968","63,83042946","1,162583915","91,77465083","90,1240151","89,09780321","78,26170142","105,7415685","87,78807855","13,21530249","81,96823961","59,56936596","67,23079331",0,0,"50,89012517","69,50104312",0,0,2019
Pernambuco,"92,07172605","88,38314718","86,73494916","88,71499419","73,69873295","73,68990332","90,14024399","85,63713155","57,10402644","1,147164864","86,09259341","86,37072683","88,13812488","72,18518682","100,9984842","81,45409327","7,780765665","73,69063912","48,24214419","55,37430283",0,0,"53,4625305","68,22795399",0,0,2019
Alagoas,"91,54224905","83,72577827","88,83219504","91,79637865","79,12166455","79,12166455","94,73276684","87,89310673","60,47332402","2,777777778","88,65152478","89,52112452","91,50849746","79,99920584","106,2182338","74,52747776","3,432605697","78,90327192","42,22831345","50,96092757",0,0,"53,81985358","68,58544689",0,0,2019
Sergipe,"85,41352939","84,32692592","82,03265716","86,80426374","76,80928337","76,80928337","84,72849677","80,8604246","65,61786424","1,221192987","82,05037352","84,39188591","87,29146367","71,16071692","90,98532495","74,98449818","0,8085550339","77,29353058","56,65608968","61,36061653",0,0,"42,4663912","57,61217482",0,0,2019
Bahia,"78,05189969","73,73558206","75,22760013","78,52767951","66,88895858","66,88895858","79,55861745","74,83266858","51,86370644","66,44208814","75,3035485","73,58809521","78,67908627","65,83303117","84,65450839","70,49626138","1,791419323","66,87977592","50,83069996","62,15271993",0,0,"34,64420945","55,68509545",0,0,2019
Minas Gerais,"88,76213323","81,7733084","90,39918454","91,46411095","74,36205965","74,36205965","91,88027146","88,51803171","76,70996763","85,71105584","91,99791537","87,10017359","89,93052495","81,41226332","96,97344773","87,57649728","1,368658275","74,88858318","59,6165973","68,71361949",0,0,"44,68243104","70,10440339",0,0,2019
Espírito Santo,"90,09597823","83,52791605","88,70286144","90,46126849","66,37897074","66,35569244","91,76127207","86,67943989","78,79425377","70,88779859","91,95645167","88,40561544","91,71829674","78,70572646","95,01128102","87,44762382","3,419169368","67,08448233","44,79773998","44,64240948",0,0,"57,37803583","73,09530553",0,0,2019
Rio de Janeiro,"79,62108451","50,76652211","75,04838363","76,80901011","55,1564404","55,15151244","78,39670991","73,6197226","53,82790478","55,21467995","77,66557953","73,48397964","71,94511146","60,17713784","96,57999427","77,23729482","6,760926152","55,18690416","36,84207887","39,61499176",0,0,"34,37443798","54,08634289",0,0,2019
São Paulo,"83,78157496","77,51612086","87,16815027","87,88096725","72,14211227","72,09896077","89,80594902","86,62483369","82,6730068","72,29739228","86,2606612","82,84711621","86,34434895","78,83442903","91,80284996","82,50092351","26,81113083","72,29250272","64,46012474","58,48384598",0,0,"40,27450335","54,77168143",0,0,2019
Paraná,"91,19174599","70,89139936","90,80491842","92,9273969","79,0295067","79,0295067","92,38330173","89,68628918","86,79111597","83,18822015","91,2894041","88,41673378","90,4421883","80,90213262","91,98696201","90,66540683","83,01890382","79,59769933","78,82397508","76,47834717",0,0,"44,44896147","68,68827749",0,0,2019
Santa Catarina,"83,4283616","79,93674619","95,34647223","97,8847601","71,98018996","71,98018996","97,87764151","93,67868692","99,45815037","84,43061403","94,35291964","93,58914366","94,86952631","84,06553176","95,82341815","93,34309598","89,32210629","72,0605284","55,6930905","54,50200338",0,0,"55,49788501","71,96456319",0,0,2019
Rio Grande do Sul,"87,83340868","78,34593593","86,93560692","90,81360194","71,77257572","71,76833748","89,64172694","85,08843807","85,15288175","63,71708296","89,41851266","86,90382007","91,34974005","80,84595389","91,22683092","87,59677328","82,89090755","72,00002825","66,36601577","64,98361212",0,0,"47,94671579","68,08216693",0,0,2019
Mato Grosso do Sul,"114,2489999","111,7102823","94,82199924","97,25121237","85,74206092","85,6951304","98,16524013","94,41079849","94,68181936","88,88193622","94,21413726","96,62770689","97,08583816","92,91572619","104,8807741","92,21400317","81,85800165","86,26053143","70,50685252","66,40221691",0,0,"62,99214386","79,41510376",0,0,2019
Mato Grosso,"90,10616749","86,96305092","86,1825103","90,30872389","72,52217643","72,52217643","90,58287351","85,81232102","74,37550363","75,92372704","82,91017671","90,44492561","89,41992037","74,42376196","89,90710344","83,70817909","79,43528672","72,61646993","54,29089444","57,57491095",0,0,"45,07276655","67,12403952",0,0,2019
Goiás,"86,73127211","77,48141312","83,97887504","85,67399887","64,00041019","63,99938471","86,99277034","81,51874071","67,59624195","73,43383069","83,29487771","84,87207096","84,76131877","73,61226478","88,39460596","79,68312567","71,18494591","64,34599805","34,40974177","36,50412757",0,0,"36,4155068","64,04476355",0,0,2019
Distrito Federal,"93,24178783","102,6543708","85,38413211","85,68928379","69,94704721","69,94704721","88,06318435","84,318345","79,77410903","79,19359181","87,31825525","79,87120804","84,33405134","77,22581224","85,70947765","86,79770239","84,26898223","70,77723927","52,0490448","52,46140729",0,0,"58,01719891","72,19733954",0,0,2019
Rondônia,"75,08635422","70,83954478","83,41999055","85,37977675","85,79064102","85,79064102","89,65203796","82,5109988","74,12862052","72,2575719","78,62051413","80,15489219","84,19081555","77,62789514","84,21263135","64,43660692","47,65298331","85,88881213","84,51720101","89,00119987",0,0,"17,8116677","65,46922154",0,"75,74810021",2020
Acre,"71,80584424","67,41044137","66,30394914","66,67074214","64,70228634","64,70228634","73,66426213","63,07617068","46,68326073","49,44981049","59,70778824","60,77760117","61,32779068","56,52891552","60,15405306","41,5821005","34,1117496","64,77564494","54,20037337","62,33647145",0,0,"30,55997066","46,00806945",0,"41,67379875",2020
Amazonas,"91,92942895","86,13563274","71,39745544","76,96447104","65,87143974","65,87143974","83,17467232","68,17127702","55,33194722","60,26342426","68,68761932","76,86581506","75,7152558","59,00780279","76,99906469","52,17491576","34,43477815","66,04697049","64,24751219","72,36992146",0,0,"29,3879486","61,5292957",0,"55,87515535",2020
Roraima,"99,76143819","96,76237539","75,45369345","79,30476272","77,23438698","77,23438698","87,21990287","73,67299991","58,23220065","50,93294709","62,42651444","43,38416972","74,46536594","61,19110505","69,49816819","65,4085371","42,46400273","77,11510607","61,78195793","61,42966687",0,0,"16,39260458","23,71134021",0,"61,02922382",2020
Pará,"72,8955452","63,23387318","63,13148065","65,29758729","56,12912995","56,12912995","69,45818491","59,77992818","36,23033719","49,46424193","59,06534374","61,71601217","62,00227859","51,97790629","62,39021647","54,7908164","46,487648","56,14283036","45,25521793","56,02241098",0,0,"32,5218846","45,62640249",0,"54,2197257",2020
Amapá,"90,67471914","83,37554387","47,96415352","49,79544126","39,78180401","39,78180401","50,05519839","42,68458991","29,64171643","37,41152023","44,58731086","46,99655822","46,82771609","37,5673745","52,54237288","37,54139879","27,72257939","39,69738295","42,36217192","42,34041172",0,0,"23,89116176","28,99538931",0,"38,1648159",2020
Tocantins,"91,95411519","89,43526392","84,12481951","86,80410717","87,67447457","87,67447457","89,49943847","84,42162682","73,1096764","71,62682496","83,15417937","86,3588962","87,16107813","79,23953153","82,47633563","68,52238088","55,31044441","87,89908551","77,4785123","90,65056955",0,0,"16,99866661","68,69484999",0,"73,90903257",2020
Maranhão,"65,80664005","59,86493304","62,25471539","63,79479736","51,88837061","51,88837061","68,37432843","60,91024155","35,4072043","51,81756224","58,67004187","60,7270249","61,1332879","52,00499477","64,27452404","45,73069808","1,967457916","51,8281835","41,58822313","54,15423832",0,0,"25,95923208","38,10375196",0,"52,21054868",2020
Piauí,"79,79032358","75,62148992","74,04378901","76,50511833","62,16967725","62,16967725","79,60701118","72,96245185","59,90193569","63,57232601","75,0756936","75,47733311","77,02210047","70,09330395","78,46800272","53,2450413","5,755587949","62,2994377","65,65386054","73,64626887",0,0,"27,28773001","53,57047229",0,"73,45059834",2020
Ceará,"70,21761074","64,77851593","90,48882212","91,99198729","84,57866773","84,57866773","95,25106223","88,42304592","70,46036306","9,830686555","85,83221828","73,1629068","87,91051433","79,3320657","91,75489252","73,362442","2,556132403","84,57006033","79,07896076","90,0827093",0,0,"41,54088124","54,00831005",0,"85,51217947",2020
Rio Grande do Norte,"85,15425555","80,47466574","74,21141448","75,0962745","67,87244169","67,87244169","78,29172256","70,57678162","59,6045315","3,038807155","72,62991649","74,17463545","73,88256674","66,55056034","79,02297607","56,08816143","6,632689857","67,90056683","66,71508009","71,84434483",0,0,"25,06765387","51,53065649",0,"70,72173424",2020
Paraíba,"67,47903288","63,83537194","76,5327953","76,8093507","73,63852991","73,63852991","81,47078775","73,77245926","57,37091879","13,61772972","70,970379","74,18990138","74,25425704","67,28123424","80,3802202","55,28815154","6,386933481","73,65418399","60,07244311","71,32694415",0,0,"25,00652253","47,93864689",0,"71,5269685",2020
Pernambuco,"79,28273954","78,14150957","73,76421939","75,39622975","70,72682589","70,72682589","78,3960973","72,7826586","54,39303009","27,84939591","70,50167027","69,61061322","73,0556414","64,95592542","79,18414198","53,82175916","3,971152021","70,82100864","59,82718292","73,24474269",0,0,"28,0936824","53,505364",0,"71,00790252",2020
Alagoas,"72,14898348","63,97514295","76,22299873","76,29844346","77,56313532","77,56313532","80,93829416","74,39644219","51,41173098","8,909874356","72,24428208","73,49904701","73,95171537","67,5230305","82,55837039","55,49753812","6,019230375","77,51151525","52,30212476","80,66629606",0,0,"22,97093393","45,01667726",0,"72,10927573",2020
Sergipe,"77,84864322","77,06026515","71,87232409","72,5662149","73,92446925","73,92446925","74,53273098","71,62134231","54,60988701","0,9441939121","67,1981575","67,18044114","70,19222252","61,42852925","76,2069271","61,52006378","2,294351846","74,20793102","53,45333768","66,4835976",0,0,"25,18437343","37,04491098",0,"68,5180264",2020
Bahia,"78,43311153","73,16474427","72,24699391","73,87767902","69,6074204","69,6074204","77,56142019","70,85640367","48,25293062","62,19240908","69,01600306","67,71606088","71,96867987","58,78306204","79,71737405","55,53835148","4,79764388","69,55058162","55,06263591","67,70381114",0,0,"18,38534001","39,25403996",0,"70,50753114",2020
Minas Gerais,"83,13990034","75,73328936","88,18454297","87,09749116","88,99863551","88,99863551","89,46662374","86,61388658","79,02819363","80,97349372","89,83434052","80,79216877","86,30032502","83,11637549","93,10512679","77,12403009","3,029310312","89,31062766","85,71963688","92,34931425",0,0,"24,01904828","53,15606086",0,"89,99988504",2020
